ID, gill attachment, gill spacing, gill size, gill color
3900,f,c,b,n
3901,f,c,b,p
3902,f,c,b,h
3903,f,c,b,p
3904,f,c,b,p
3905,f,w,n,g
3906,f,c,b,h
3907,f,c,b,g
3908,f,c,b,h
3909,f,c,b,h
3910,f,c,b,g
3911,f,c,b,n
3912,f,c,b,g
3913,f,c,b,p
3914,f,c,b,g
3915,f,c,b,w
3916,f,c,b,n
3917,f,c,b,n
3918,f,c,b,h
3919,f,c,b,g
3920,f,c,b,h
3921,f,c,b,w
3922,f,c,b,p
3923,f,c,b,n
3924,f,c,b,p
3925,f,c,b,w
3926,f,c,b,p
3927,f,c,b,p
3928,f,c,b,h
3929,f,c,b,p
3930,f,c,b,h
3931,f,c,b,h
3932,f,c,b,g
3933,f,c,b,g
3934,f,c,b,p
3935,f,c,b,h
3936,f,c,n,g
3937,f,c,b,p
3938,f,c,b,u
3939,f,c,b,n
3940,f,c,n,n
3941,f,c,b,h
3942,f,c,b,p
3943,f,c,b,p
3944,f,c,b,p
3945,f,c,b,p
3946,f,c,b,u
3947,f,c,b,g
3948,f,c,b,g
3949,f,c,b,p
3950,f,c,b,h
3951,f,c,b,g
3952,f,c,b,p
3953,f,c,b,g
3954,f,w,n,n
3955,f,c,n,g
3956,f,c,b,g
3957,f,c,b,h
3958,f,c,b,h
3959,f,c,b,u
3960,f,c,b,w
3961,f,c,b,g
3962,f,c,b,w
3963,f,c,b,g
3964,f,c,b,h
3965,f,c,b,g
3966,f,c,b,h
3967,f,c,b,h
3968,f,c,b,h
3969,f,c,b,p
3970,f,c,n,g
3971,f,c,b,g
3972,f,c,b,p
3973,f,c,b,u
3974,f,c,b,w
3975,f,c,b,g
3976,f,c,n,u
3977,f,c,b,p
3978,f,c,b,h
3979,f,c,n,u
3980,f,c,b,w
3981,f,c,b,p
3982,f,w,n,p
3983,f,c,b,p
3984,f,c,b,p
3985,f,c,b,e
3986,f,c,b,g
3987,f,c,b,p
3988,f,c,b,h
3989,f,c,b,h
3990,f,c,b,u
3991,f,c,b,h
3992,f,c,b,h
3993,f,c,b,p
3994,f,w,n,u
3995,f,c,n,u
3996,f,c,b,p
3997,f,c,b,h
3998,f,c,b,h
3999,f,c,b,n
4000,f,c,b,p
4001,f,c,b,p
4002,f,c,b,p
4003,f,c,b,n
4004,f,c,b,w
4005,f,c,b,g
4006,f,c,b,h
4007,f,c,b,w
4008,f,c,b,p
4009,f,c,b,w
4010,f,c,b,w
4011,f,c,b,w
4012,f,c,b,g
4013,f,c,b,u
4014,f,c,b,p
4015,f,c,b,p
4016,f,c,b,p
4017,f,c,b,g
4018,f,c,b,p
4019,f,c,b,u
4020,f,c,b,u
4021,f,c,b,g
4022,f,c,b,h
4023,f,c,b,p
4024,f,c,n,b
4025,f,c,b,h
4026,f,c,b,g
4027,f,w,n,u
4028,f,c,b,p
4029,f,c,b,p
4030,f,c,b,p
4031,f,c,b,p
4032,f,w,n,u
4033,f,c,b,h
4034,f,c,b,w
4035,f,c,b,h
4036,f,c,b,p
4037,f,c,b,p
4038,f,c,b,p
4039,f,c,b,h
4040,f,c,b,u
4041,f,c,b,p
4042,f,c,b,u
4043,f,c,b,h
4044,f,c,b,p
4045,f,c,b,g
4046,f,w,n,u
4047,f,c,b,h
4048,f,c,b,p
4049,f,c,n,u
4050,f,c,b,p
4051,f,c,b,p
4052,f,w,n,u
4053,f,c,b,p
4054,f,c,b,h
4055,f,c,b,p
4056,f,c,b,g
4057,f,c,b,g
4058,f,c,n,g
4059,f,w,n,u
4060,f,c,b,n
4061,f,c,b,h
4062,f,c,b,n
4063,f,c,b,p
4064,f,c,b,p
4065,f,c,b,p
4066,f,c,b,g
4067,f,c,b,g
4068,f,c,b,g
4069,f,c,b,w
4070,f,c,b,p
4071,f,c,b,h
4072,f,c,b,p
4073,f,c,b,p
4074,f,c,b,u
4075,f,c,b,p
4076,f,c,b,h
4077,f,c,n,h
4078,f,c,b,u
4079,f,c,b,p
4080,f,c,b,g
4081,f,c,b,g
4082,f,c,b,p
4083,f,c,b,g
4084,f,c,b,g
4085,f,c,b,h
4086,f,c,b,p
4087,f,c,b,h
4088,f,c,b,u
4089,f,c,b,h
4090,f,c,b,p
4091,f,c,b,p
4092,f,c,b,h
4093,f,c,b,n
4094,f,c,b,w
4095,f,c,b,p
4096,f,c,b,w
4097,f,c,b,p
4098,f,c,b,h
4099,f,c,n,u
4100,f,c,b,p
4101,f,c,n,b
4102,f,c,b,p
4103,f,c,b,p
4104,f,c,b,u
4105,f,c,n,b
4106,f,c,b,n
4107,f,c,b,g
4108,f,c,b,w
4109,f,c,b,p
4110,f,c,b,w
4111,f,c,b,p
4112,f,c,b,g
4113,f,c,b,g
4114,f,c,b,u
4115,f,c,b,p
4116,f,c,b,g
4117,f,c,b,g
4118,f,c,b,g
4119,f,c,b,p
4120,f,c,b,h
4121,f,c,b,p
4122,f,c,b,u
4123,f,c,b,g
4124,f,c,b,h
4125,f,c,b,u
4126,f,c,b,g
4127,f,c,b,h
4128,f,c,b,p
4129,f,c,b,p
4130,f,c,b,p
4131,f,c,b,g
4132,f,c,b,h
4133,f,c,b,p
4134,f,c,n,g
4135,f,c,b,w
4136,f,c,b,g
4137,f,c,b,h
4138,f,c,b,h
4139,f,c,b,w
4140,f,c,b,p
4141,f,c,b,g
4142,f,c,b,w
4143,f,c,b,w
4144,f,c,b,p
4145,f,c,b,g
4146,f,c,b,g
4147,f,c,b,g
4148,f,c,b,h
4149,f,c,b,p
4150,f,c,b,p
4151,f,c,b,w
4152,f,c,b,h
4153,f,c,b,p
4154,f,c,b,p
4155,f,c,b,p
4156,f,c,b,p
4157,f,c,b,n
4158,f,c,b,h
4159,f,c,b,h
4160,f,c,b,u
4161,f,c,b,g
4162,f,c,b,u
4163,f,c,b,p
4164,f,c,b,p
4165,f,c,b,p
4166,f,w,n,w
4167,f,c,b,h
4168,f,c,b,p
4169,f,c,b,h
4170,f,c,b,p
4171,f,c,b,w
4172,f,c,b,h
4173,f,c,b,p
4174,f,c,b,g
4175,f,c,b,h
4176,f,c,b,g
4177,f,c,b,w
4178,f,c,b,p
4179,f,c,b,h
4180,f,c,b,u
4181,f,c,b,h
4182,f,c,b,h
4183,f,c,b,g
4184,f,c,b,w
4185,f,c,b,g
4186,f,c,b,g
4187,f,c,b,p
4188,f,c,b,u
4189,f,c,b,h
4190,f,c,b,h
4191,f,c,b,h
4192,f,c,b,g
4193,f,c,b,h
4194,f,c,b,p
4195,f,c,b,w
4196,f,c,b,u
4197,f,c,n,b
4198,f,c,b,n
4199,f,w,n,n
4200,f,w,n,n
4201,f,c,n,b
4202,f,c,b,g
4203,f,c,b,g
4204,f,c,b,w
4205,f,c,b,h
4206,f,c,b,p
4207,f,c,b,g
4208,f,c,b,h
4209,f,c,b,h
4210,f,c,b,g
4211,f,c,b,h
4212,f,c,b,p
4213,f,c,b,p
4214,f,c,b,h
4215,f,c,b,g
4216,f,c,b,p
4217,f,c,b,h
4218,f,c,b,h
4219,f,c,b,p
4220,f,c,b,p
4221,f,c,b,p
4222,f,c,b,g
4223,f,c,b,h
4224,f,c,b,p
4225,f,c,b,p
4226,f,c,b,h
4227,f,c,b,h
4228,f,c,b,h
4229,f,c,b,g
4230,f,c,b,g
4231,f,c,b,h
4232,f,c,b,p
4233,f,c,b,p
4234,f,c,b,h
4235,f,c,b,p
4236,f,c,b,h
4237,f,c,b,p
4238,f,c,b,h
4239,f,c,b,g
4240,f,c,b,p
4241,f,c,b,h
4242,f,c,b,g
4243,f,c,b,p
4244,f,c,b,p
4245,f,c,b,g
4246,f,c,b,h
4247,f,c,b,p
4248,f,c,b,p
4249,f,c,b,h
4250,f,c,b,p
4251,f,c,b,g
4252,f,c,b,p
4253,f,c,b,g
4254,f,c,b,u
4255,f,c,b,h
4256,f,c,b,h
4257,f,c,b,h
4258,f,c,b,h
4259,f,c,b,g
4260,f,c,b,h
4261,f,c,b,g
4262,f,c,b,g
4263,f,c,n,p
4264,f,c,b,g
4265,f,c,b,g
4266,f,c,b,h
4267,f,c,b,g
4268,f,c,b,g
4269,f,c,b,h
4270,f,c,b,h
4271,f,c,b,g
4272,f,c,b,h
4273,f,c,b,g
4274,f,c,b,g
4275,f,c,b,p
4276,f,c,b,h
4277,f,w,n,w
4278,f,c,b,p
4279,f,c,b,h
4280,f,c,b,p
4281,f,c,b,h
4282,f,c,b,h
4283,f,c,b,p
4284,f,c,b,e
4285,f,c,b,p
4286,f,c,b,g
4287,f,c,b,p
4288,f,c,b,g
4289,f,c,b,g
4290,f,c,b,h
4291,f,c,b,h
4292,f,c,b,e
4293,f,c,b,p
4294,f,c,b,p
4295,f,c,b,h
4296,f,c,b,p
4297,f,c,b,h
4298,f,c,b,p
4299,f,c,b,g
4300,f,c,b,g
4301,f,c,b,h
4302,f,c,b,g
4303,f,c,b,g
4304,f,c,b,g
4305,f,c,b,h
4306,f,c,b,w
4307,f,c,b,h
4308,f,c,b,g
4309,f,c,b,g
4310,f,c,b,p
4311,f,c,b,p
4312,f,c,b,g
4313,f,c,b,p
4314,f,c,b,g
4315,f,c,b,p
4316,f,c,b,p
4317,f,c,b,h
4318,f,c,b,h
4319,f,c,b,g
4320,f,c,b,h
4321,f,c,b,h
4322,f,c,b,p
4323,f,c,b,g
4324,f,c,b,p
4325,f,c,b,h
4326,f,c,b,p
4327,f,c,n,p
4328,f,c,b,p
4329,f,c,b,g
4330,f,c,n,b
4331,f,c,b,h
4332,f,c,n,w
4333,f,c,b,p
4334,f,c,b,h
4335,f,c,b,h
4336,f,c,b,g
4337,f,c,b,p
4338,f,c,b,g
4339,f,c,b,g
4340,f,c,b,p
4341,f,c,b,g
4342,f,c,b,w
4343,f,c,b,h
4344,f,c,b,h
4345,f,c,b,g
4346,f,c,b,p
4347,f,c,b,h
4348,f,c,b,h
4349,f,c,b,g
4350,f,c,b,w
4351,f,c,b,p
4352,f,c,b,g
4353,f,c,b,g
4354,f,c,b,g
4355,f,c,b,p
4356,f,c,b,h
4357,f,c,b,p
4358,f,c,b,e
4359,f,c,b,g
4360,f,c,b,p
4361,f,c,b,g
4362,f,c,b,g
4363,f,c,b,g
4364,f,c,b,h
4365,f,w,n,w
4366,f,c,b,h
4367,f,c,b,p
4368,f,c,b,g
4369,f,c,b,g
4370,f,c,b,p
4371,f,c,b,g
4372,f,c,b,h
4373,f,c,b,p
4374,f,c,b,p
4375,f,c,b,w
4376,f,c,b,n
4377,f,c,n,b
4378,f,c,b,p
4379,f,c,b,g
4380,f,c,b,n
4381,f,c,b,e
4382,f,c,b,h
4383,f,c,b,g
4384,f,c,b,h
4385,f,c,b,p
4386,f,c,b,g
4387,f,c,b,p
4388,f,c,b,p
4389,f,c,b,p
4390,f,c,b,h
4391,f,c,b,g
4392,f,c,b,h
4393,f,c,b,h
4394,f,c,b,g
4395,f,c,b,h
4396,f,c,b,p
4397,f,c,n,h
4398,f,c,b,g
4399,f,c,b,g
4400,f,c,b,h
4401,f,c,b,h
4402,f,c,b,h
4403,f,c,b,h
4404,f,c,b,p
4405,f,c,b,h
4406,f,c,b,h
4407,f,c,b,h
4408,f,c,b,g
4409,f,c,b,g
4410,f,c,b,g
4411,f,c,b,u
4412,f,c,b,h
4413,f,c,b,g
4414,f,c,b,h
4415,f,c,b,p
4416,f,c,b,p
4417,f,c,b,h
4418,f,c,b,u
4419,f,c,b,h
4420,f,c,b,e
4421,f,c,b,p
4422,f,c,b,p
4423,f,c,b,h
4424,f,c,b,g
4425,f,c,b,n
4426,f,c,b,p
4427,f,c,b,p
4428,f,c,b,h
4429,f,c,b,p
4430,f,c,n,b
4431,f,c,b,p
4432,f,c,b,h
4433,f,c,b,g
4434,f,c,b,g
4435,f,c,b,p
4436,f,c,b,h
4437,f,c,b,h
4438,f,c,b,g
4439,f,c,n,p
4440,f,c,b,g
4441,f,c,b,h
4442,f,c,b,p
4443,f,c,b,p
4444,f,c,b,h
4445,f,c,b,u
4446,f,c,b,g
4447,f,c,b,h
4448,f,c,b,h
4449,f,c,b,h
4450,f,c,b,p
4451,f,c,b,p
4452,f,c,b,n
4453,f,c,b,g
4454,f,c,b,g
4455,f,c,b,p
4456,f,c,b,p
4457,f,c,b,g
4458,f,c,b,h
4459,f,c,b,h
4460,f,c,b,e
4461,f,c,b,p
4462,f,c,n,b
4463,f,c,b,p
4464,f,c,b,g
4465,f,c,b,h
4466,f,c,b,g
4467,f,c,b,h
4468,f,c,b,h
4469,f,c,b,g
4470,f,c,b,p
4471,f,c,b,g
4472,f,c,b,g
4473,f,c,b,p
4474,f,c,b,g
4475,f,c,b,h
4476,f,c,b,h
4477,f,c,b,p
4478,f,c,b,p
4479,f,c,b,h
4480,f,c,b,h
4481,f,c,b,p
4482,f,c,b,h
4483,f,c,b,g
4484,f,c,b,h
4485,f,c,b,g
4486,f,c,b,g
4487,f,c,b,g
4488,f,c,b,p
4489,f,c,b,p
4490,f,c,b,h
4491,f,c,b,g
4492,f,w,n,w
4493,f,c,b,h
4494,f,c,b,p
4495,f,c,n,w
4496,f,c,b,h
4497,f,c,b,p
4498,f,c,b,e
4499,f,c,n,b
4500,f,w,n,u
4501,f,c,b,g
4502,f,c,b,h
4503,f,c,b,g
4504,f,c,b,p
4505,f,c,b,p
4506,f,c,b,p
4507,f,c,b,g
4508,f,c,b,h
4509,f,c,b,g
4510,f,c,b,p
4511,f,c,b,p
4512,f,c,b,p
4513,f,c,b,h
4514,f,c,b,h
4515,f,c,b,h
4516,f,c,b,h
4517,f,c,b,h
4518,f,c,b,p
4519,f,c,b,g
4520,f,c,b,w
4521,f,c,b,g
4522,f,c,b,g
4523,f,c,n,b
4524,f,c,b,g
4525,f,c,b,h
4526,f,c,b,p
4527,f,c,b,g
4528,f,c,b,g
4529,f,c,b,h
4530,f,c,b,h
4531,f,c,b,g
4532,f,c,b,h
4533,f,c,b,p
4534,f,c,n,h
4535,f,c,b,e
4536,f,c,b,h
4537,f,c,b,g
4538,f,c,b,g
4539,f,c,b,p
4540,f,c,b,h
4541,f,c,b,h
4542,f,c,b,p
4543,f,c,b,g
4544,f,c,b,h
4545,f,c,b,p
4546,f,c,b,h
4547,f,c,b,h
4548,f,c,b,h
4549,f,c,b,w
4550,f,c,b,g
4551,f,c,b,p
4552,f,c,b,p
4553,f,c,b,g
4554,f,c,b,h
4555,f,c,b,g
4556,f,c,b,g
4557,f,c,b,u
4558,f,c,n,u
4559,f,c,b,h
4560,f,c,b,p
4561,f,c,b,p
4562,f,c,b,p
4563,f,c,b,h
4564,f,c,b,p
4565,f,c,b,g
4566,f,c,b,h
4567,f,c,b,g
4568,f,c,b,p
4569,f,c,b,g
4570,f,c,b,g
4571,f,c,b,w
4572,f,c,b,h
4573,f,c,b,g
4574,f,c,b,g
4575,f,c,b,g
4576,f,c,b,p
4577,f,c,b,p
4578,f,c,b,p
4579,f,c,b,h
4580,f,c,b,h
4581,f,c,b,h
4582,f,c,b,p
4583,f,c,b,p
4584,f,c,n,g
4585,f,c,b,p
4586,f,c,b,h
4587,f,c,b,p
4588,f,c,b,p
4589,f,c,b,h
4590,f,c,b,g
4591,f,c,b,g
4592,f,c,b,g
4593,f,c,b,p
4594,f,c,b,h
4595,f,c,b,h
4596,f,c,b,g
4597,f,c,b,p
4598,f,c,b,g
4599,f,c,b,p
4600,f,c,b,h
4601,f,c,b,p
4602,f,c,b,g
4603,f,c,b,p
4604,f,c,b,h
4605,f,c,b,g
4606,f,c,b,g
4607,f,c,b,p
4608,f,c,b,h
4609,f,c,b,h
4610,f,c,b,g
4611,f,c,n,b
4612,f,c,b,w
4613,f,c,b,h
4614,f,c,b,h
4615,f,c,b,p
4616,f,c,b,p
4617,f,c,b,p
4618,f,c,b,p
4619,f,c,b,p
4620,f,c,b,p
4621,f,c,b,p
4622,f,c,b,g
4623,f,c,b,h
4624,f,c,b,h
4625,f,c,b,g
4626,f,c,b,g
4627,f,c,b,h
4628,f,c,b,g
4629,f,c,n,u
4630,f,c,b,w
4631,f,c,b,w
4632,f,c,b,g
4633,f,c,b,p
4634,f,c,b,g
4635,f,c,b,u
4636,f,c,b,p
4637,f,c,b,p
4638,f,c,b,p
4639,f,c,b,h
4640,f,c,b,h
4641,f,c,b,h
4642,f,c,b,w
4643,f,c,b,p
4644,f,c,b,g
4645,f,c,b,g
4646,f,c,b,p
4647,f,c,b,p
4648,f,c,n,h
4649,f,c,b,h
4650,f,c,b,p
4651,f,c,b,h
4652,f,c,b,g
4653,f,c,b,n
4654,f,c,b,h
4655,f,c,b,h
4656,f,c,b,h
4657,f,c,b,p
4658,f,c,b,h
4659,f,c,b,g
4660,f,c,b,g
4661,f,c,b,g
4662,f,c,b,h
4663,f,c,b,w
4664,f,c,n,w
4665,f,c,b,p
4666,f,c,b,p
4667,f,c,b,p
4668,f,c,b,h
4669,f,c,b,g
4670,f,c,b,h
4671,f,c,b,p
4672,f,c,b,h
4673,f,c,b,g
4674,f,c,b,w
4675,f,c,b,h
4676,f,c,b,g
4677,f,c,b,g
4678,f,c,b,g
4679,f,c,b,p
4680,f,c,b,g
4681,f,c,b,g
4682,f,c,b,p
4683,f,c,b,g
4684,f,c,b,g
4685,f,c,b,p
4686,f,c,b,h
4687,f,c,b,p
4688,f,c,b,h
4689,f,c,b,p
4690,f,c,b,h
4691,f,c,b,h
4692,f,c,b,p
4693,f,c,b,g
4694,f,c,b,p
4695,f,c,b,h
4696,f,c,b,h
4697,f,c,b,n
4698,f,c,b,h
4699,f,c,b,h
4700,f,c,b,h
4701,f,c,b,h
4702,f,c,b,p
4703,f,c,n,g
4704,f,c,b,g
4705,f,c,b,h
4706,f,c,b,h
4707,f,c,b,h
4708,f,c,b,g
4709,f,c,b,w
4710,f,c,b,p
4711,f,c,b,g
4712,f,c,b,h
4713,f,c,b,p
4714,f,c,b,g
4715,f,c,b,g
4716,f,c,b,h
4717,f,c,b,h
4718,f,c,n,u
4719,f,c,b,g
4720,f,c,b,w
4721,f,c,b,g
4722,f,c,b,g
4723,f,c,n,b
4724,f,c,b,g
4725,f,c,b,p
4726,f,c,b,p
4727,f,c,b,g
4728,f,c,b,h
4729,f,c,b,h
4730,f,c,b,h
4731,f,c,b,g
4732,f,c,b,h
4733,f,c,b,n
4734,f,c,b,g
4735,f,c,b,w
4736,f,c,b,h
4737,f,c,b,h
4738,f,c,b,h
4739,f,c,b,p
4740,f,c,b,h
4741,f,c,b,p
4742,f,c,b,p
4743,f,c,b,g
4744,f,c,b,g
4745,f,c,b,h
4746,f,c,b,g
4747,f,c,b,g
4748,f,c,b,g
4749,f,c,b,g
4750,f,w,n,p
4751,f,c,b,g
4752,f,c,b,h
4753,f,c,b,p
4754,f,c,b,h
4755,f,c,b,h
4756,f,c,b,g
4757,f,c,b,g
4758,f,c,b,g
4759,f,c,b,p
4760,f,c,b,p
4761,f,c,b,h
4762,f,c,b,g
4763,f,c,b,p
4764,f,c,b,g
4765,f,c,b,g
4766,f,c,b,g
4767,f,c,b,p
4768,f,c,b,g
4769,f,c,b,p
4770,f,c,b,h
4771,f,c,b,h
4772,f,c,b,g
4773,f,c,b,p
4774,f,c,b,h
4775,f,c,b,h
4776,f,c,b,p
4777,f,c,b,p
4778,f,c,b,e
4779,f,c,b,p
4780,f,w,n,g
4781,f,c,b,h
4782,f,c,b,g
4783,f,c,b,p
4784,f,c,b,p
4785,f,c,b,g
4786,f,c,b,p
4787,f,c,b,h
4788,f,c,b,p
4789,f,c,b,n
4790,f,c,b,h
4791,f,c,b,h
4792,f,c,b,h
4793,f,c,b,h
4794,f,c,b,h
4795,f,c,b,h
4796,f,c,b,h
4797,f,c,b,p
4798,f,c,b,g
4799,f,c,b,g
4800,f,c,b,u
4801,f,c,b,h
4802,f,c,n,b
4803,f,c,b,p
4804,f,c,b,g
4805,f,c,b,g
4806,f,c,b,p
4807,f,c,b,e
4808,f,c,b,p
4809,f,c,b,h
4810,f,c,b,g
4811,f,c,b,p
4812,f,c,b,p
4813,f,c,b,e
4814,f,c,b,p
4815,f,c,n,w
4816,f,c,b,g
4817,f,c,b,h
4818,f,c,n,b
4819,f,c,b,h
4820,f,c,b,g
4821,f,c,b,w
4822,f,c,b,g
4823,f,c,b,h
4824,f,c,b,h
4825,f,c,b,w
4826,f,c,b,g
4827,f,c,n,w
4828,f,c,b,p
4829,f,c,b,p
4830,f,c,b,h
4831,f,c,b,p
4832,f,c,b,e
4833,f,c,b,p
4834,f,c,b,g
4835,f,w,n,w
4836,f,c,n,p
4837,f,c,b,g
4838,f,c,b,g
4839,f,c,b,g
4840,f,c,b,p
4841,f,c,b,g
4842,f,c,b,h
4843,f,c,b,n
4844,f,c,b,g
4845,f,c,b,w
4846,f,c,b,p
4847,f,c,b,w
4848,f,c,b,h
4849,f,c,b,h
4850,f,c,b,h
4851,f,c,b,h
4852,f,c,b,p
4853,f,c,b,g
4854,f,c,b,h
4855,f,c,b,h
4856,f,c,b,g
4857,f,c,b,g
4858,f,c,b,p
4859,f,c,b,w
4860,f,c,b,e
4861,f,c,b,w
4862,f,c,b,g
4863,f,c,b,u
4864,f,c,b,p
4865,f,c,b,h
4866,f,c,b,p
4867,f,c,b,p
4868,f,c,b,h
4869,f,c,b,p
4870,f,c,n,b
4871,f,c,b,h
4872,f,c,b,e
4873,f,c,b,p
4874,f,c,b,g
4875,f,c,b,h
4876,f,c,b,p
4877,f,c,b,n
4878,f,c,b,h
4879,f,c,b,p
4880,f,c,b,p
4881,f,c,b,g
4882,f,c,b,h
4883,f,c,b,w
4884,f,c,b,p
4885,f,c,n,b
4886,f,c,b,g
4887,f,c,b,g
4888,f,c,b,g
4889,f,c,b,e
4890,f,c,b,h
4891,f,c,b,h
4892,f,c,b,h
4893,f,c,b,p
4894,f,c,b,w
4895,f,c,n,g
4896,f,c,b,g
4897,f,c,b,p
4898,f,c,b,h
4899,f,c,n,p
4900,f,c,n,h
4901,f,c,b,h
4902,f,c,b,h
4903,f,c,b,p
4904,f,c,n,b
4905,f,c,n,b
4906,f,c,b,h
4907,f,c,b,g
4908,f,c,b,h
4909,f,c,b,g
4910,f,c,b,g
4911,f,c,b,h
4912,f,c,b,w
4913,f,c,b,h
4914,f,c,b,h
4915,f,c,b,p
4916,f,c,b,p
4917,f,c,b,h
4918,f,c,b,p
4919,f,c,b,h
4920,f,c,b,p
4921,f,c,b,h
4922,f,c,n,n
4923,f,c,b,p
4924,f,c,b,u
4925,f,c,b,g
4926,f,c,b,p
4927,f,c,b,e
4928,f,c,b,h
4929,f,c,b,g
4930,f,c,b,g
4931,f,w,n,w
4932,f,c,b,e
4933,f,c,b,g
4934,f,c,b,g
4935,f,c,b,h
4936,f,c,b,g
4937,f,c,b,p
4938,f,c,b,p
4939,f,c,n,b
4940,f,c,b,w
4941,f,c,b,g
4942,f,c,b,g
4943,f,c,b,h
4944,f,c,b,g
4945,f,c,b,h
4946,f,c,b,w
4947,f,c,n,w
4948,f,c,b,g
4949,f,c,b,h
4950,f,c,b,h
4951,f,c,b,w
4952,f,c,b,w
4953,f,c,b,w
4954,f,c,b,g
4955,f,c,b,g
4956,f,c,b,h
4957,f,c,b,g
4958,f,c,b,p
4959,f,c,b,h
4960,f,c,b,g
4961,f,c,b,h
4962,f,c,b,p
4963,f,c,b,h
4964,f,c,b,p
4965,f,c,b,w
4966,f,c,b,w
4967,f,c,b,e
4968,f,c,b,g
4969,f,c,b,p
4970,f,c,b,h
4971,f,c,b,g
4972,f,c,b,p
4973,f,c,b,p
4974,f,c,b,p
4975,f,c,b,h
4976,f,c,b,h
4977,f,c,b,p
4978,f,c,b,p
4979,f,c,b,p
4980,f,c,b,h
4981,f,c,b,g
4982,f,c,b,g
4983,f,c,b,g
4984,f,c,b,g
4985,f,c,n,w
4986,f,c,b,g
4987,f,c,n,b
4988,f,c,b,p
4989,f,c,b,p
4990,f,c,b,h
4991,f,c,b,g
4992,f,c,b,p
4993,f,c,b,h
4994,f,c,b,e
4995,f,c,b,h
4996,f,c,b,h
4997,f,c,b,w
4998,f,c,b,g
4999,f,c,b,g
5000,f,c,n,b
5001,f,c,b,g
5002,f,c,n,w
5003,f,c,b,w
5004,f,c,b,p
5005,f,c,b,h
5006,f,c,n,u
5007,f,c,b,g
5008,f,c,b,g
5009,f,c,b,h
5010,f,c,b,h
5011,f,c,b,w
5012,f,c,b,g
5013,f,c,b,g
5014,f,c,b,p
5015,f,c,b,g
5016,f,c,b,w
5017,f,c,b,p
5018,f,c,b,p
5019,f,c,b,h
5020,f,c,b,p
5021,f,c,b,h
5022,f,c,n,p
5023,f,c,b,g
5024,f,c,n,p
5025,f,c,b,g
5026,f,c,b,g
5027,f,c,b,g
5028,f,c,b,h
5029,f,c,b,p
5030,f,c,b,g
5031,f,c,b,h
5032,f,c,b,g
5033,f,c,b,p
5034,f,c,b,g
5035,f,c,b,h
5036,f,c,b,p
5037,f,c,b,g
5038,f,c,b,h
5039,f,c,b,p
5040,f,c,b,h
5041,f,c,b,g
5042,f,c,n,b
5043,f,c,b,h
5044,f,c,b,g
5045,f,c,b,w
5046,f,c,b,h
5047,f,c,b,h
5048,f,c,b,h
5049,f,c,b,p
5050,f,c,b,g
5051,f,c,b,p
5052,f,c,n,b
5053,f,c,b,e
5054,f,c,b,w
5055,f,c,b,p
5056,f,c,b,g
5057,f,c,b,h
5058,f,c,b,g
5059,f,c,b,w
5060,f,c,b,h
5061,f,c,b,p
5062,f,c,b,p
5063,f,c,b,p
5064,f,c,b,p
5065,f,c,b,p
5066,f,c,b,h
5067,f,c,b,p
5068,f,c,b,g
5069,f,c,b,h
5070,f,c,b,h
5071,f,c,n,u
5072,f,c,b,e
5073,f,c,b,p
5074,f,c,b,h
5075,f,c,n,b
5076,f,c,b,h
5077,f,c,b,h
5078,f,c,b,h
5079,f,c,b,h
5080,f,c,b,n
5081,f,c,b,p
5082,f,c,b,g
5083,f,c,b,g
5084,f,c,b,h
5085,f,c,b,g
5086,f,c,n,w
5087,f,c,b,h
5088,f,w,n,w
5089,f,c,b,h
5090,f,c,b,h
5091,f,c,b,g
5092,f,c,b,p
5093,f,c,b,h
5094,f,c,b,h
5095,f,c,b,p
5096,f,c,b,p
5097,f,c,b,g
5098,f,c,b,w
5099,f,c,b,e
5100,f,c,b,g
5101,f,c,b,p
5102,f,c,b,e
5103,f,c,b,p
5104,f,c,b,p
5105,f,c,n,b
5106,f,c,n,b
5107,f,c,n,b
5108,f,w,n,w
5109,f,c,b,p
5110,f,w,n,w
5111,f,c,b,p
5112,f,c,b,g
5113,f,c,b,p
5114,f,c,b,w
5115,f,c,b,w
5116,f,c,b,h
5117,f,c,n,b
5118,f,w,n,w
5119,f,c,b,w
5120,f,c,b,h
5121,f,c,b,w
5122,f,c,b,p
5123,f,w,n,w
5124,f,c,b,g
5125,f,c,b,h
5126,f,c,b,w
5127,f,w,n,w
5128,f,c,b,p
5129,f,w,n,w
5130,f,c,b,p
5131,f,c,b,h
5132,f,c,n,w
5133,f,c,n,b
5134,f,c,n,b
5135,f,c,b,w
5136,f,c,b,w
5137,f,c,b,w
5138,f,c,b,w
5139,f,c,b,p
5140,f,c,b,p
5141,f,c,b,r
5142,f,c,n,b
5143,f,c,n,b
5144,f,c,b,p
5145,f,c,b,e
5146,f,c,n,b
5147,f,c,b,g
5148,f,c,n,b
5149,f,w,n,w
5150,f,c,n,b
5151,f,c,b,e
5152,f,c,b,w
5153,f,c,b,g
5154,f,c,b,r
5155,f,c,n,w
5156,f,c,n,b
5157,f,c,b,w
5158,f,c,b,h
5159,f,c,b,h
5160,f,c,b,w
5161,f,c,n,b
5162,f,c,b,p
5163,f,c,n,w
5164,f,c,b,w
5165,f,c,b,w
5166,f,c,b,p
5167,f,c,b,w
5168,f,c,b,p
5169,f,c,n,w
