"ID","spore_print_color","population","habitat","edible_or_poisonous","bruises","odor","cap_shape","cap_surface","cap_color","gill_attachment","gill_spacing","gill_size","gill_color","ring_number","ring_type","stalk_root","stalk_surface_above_ring","stalk_surface_below_ring","stalk_color_above_ring","stalk_color_below_ring","stalk_shape","veil_type","veil_color"
5863,"green","several","meadows","poisonous","TRUE","none","flat","smooth","buff","free","close","broad","green","2","pendant","bulbous","smooth","smooth","white","white","enlarging","partial","white"
5864,"white","clustered","waste","edible","TRUE","none","flat","smooth","brown","free","close","broad","white","2","evanescent","?","smooth","smooth","white","white","enlarging","partial","white"
5865,"white","several","paths","poisonous","FALSE","fishy","convex","scaly","red","free","close","narrow","buff","1","evanescent","?","smooth","silky","pink","pink","tapering","partial","white"
5866,"white","clustered","waste","edible","TRUE","none","flat","scaly","buff","free","close","broad","white","2","evanescent","?","smooth","smooth","red","red","enlarging","partial","white"
5867,"chocolate","scattered","urban","poisonous","TRUE","foul","convex","smooth","gray","free","close","broad","white","1","pendant","bulbous","smooth","smooth","white","white","tapering","partial","white"
5868,"green","several","grasses","poisonous","TRUE","none","flat","smooth","buff","free","close","broad","gray","2","pendant","bulbous","smooth","smooth","white","white","enlarging","partial","white"
5869,"white","several","leaves","poisonous","FALSE","spicy","convex","scaly","brown","free","close","narrow","buff","1","evanescent","?","smooth","silky","pink","white","tapering","partial","white"
5870,"white","several","leaves","poisonous","FALSE","fishy","convex","scaly","red","free","close","narrow","buff","1","evanescent","?","silky","smooth","white","white","tapering","partial","white"
5871,"chocolate","solitary","grasses","poisonous","FALSE","foul","flat","scaly","yellow","free","close","broad","chocolate","1","large","bulbous","silky","silky","buff","buff","enlarging","partial","white"
5872,"white","several","leaves","poisonous","FALSE","foul","convex","scaly","brown","free","close","narrow","buff","1","evanescent","?","smooth","silky","white","pink","tapering","partial","white"
5873,"white","several","woods","poisonous","FALSE","spicy","convex","scaly","brown","free","close","narrow","buff","1","evanescent","?","silky","silky","white","pink","tapering","partial","white"
5874,"chocolate","several","urban","poisonous","TRUE","foul","flat","smooth","gray","free","close","broad","white","1","pendant","bulbous","fibrous","smooth","white","white","tapering","partial","white"
5875,"white","clustered","waste","edible","TRUE","none","convex","scaly","pink","free","close","broad","white","2","evanescent","?","smooth","smooth","red","white","enlarging","partial","white"
5876,"chocolate","solitary","woods","edible","FALSE","none","convex","scaly","purple","free","close","narrow","purple","1","flaring","?","smooth","fibrous","white","white","enlarging","partial","white"
5877,"chocolate","solitary","paths","poisonous","FALSE","foul","flat","scaly","yellow","free","close","broad","gray","1","large","bulbous","silky","silky","buff","pink","enlarging","partial","white"
5878,"chocolate","several","grasses","poisonous","TRUE","foul","convex","smooth","gray","free","close","broad","chocolate","1","pendant","bulbous","smooth","fibrous","white","white","tapering","partial","white"
5879,"white","several","leaves","poisonous","FALSE","spicy","convex","scaly","brown","free","close","narrow","buff","1","evanescent","?","smooth","silky","white","pink","tapering","partial","white"
5880,"chocolate","several","urban","poisonous","TRUE","foul","flat","smooth","gray","free","close","broad","chocolate","1","pendant","bulbous","smooth","fibrous","white","white","tapering","partial","white"
5881,"chocolate","several","grasses","poisonous","TRUE","foul","convex","smooth","buff","free","close","broad","chocolate","1","pendant","bulbous","smooth","fibrous","white","white","tapering","partial","white"
5882,"chocolate","solitary","grasses","poisonous","FALSE","foul","convex","fibrous","yellow","free","close","broad","chocolate","1","large","bulbous","silky","silky","buff","pink","enlarging","partial","white"
5883,"green","several","grasses","poisonous","TRUE","none","bell","smooth","white","free","close","broad","green","2","pendant","bulbous","smooth","smooth","white","white","enlarging","partial","white"
5884,"white","clustered","waste","edible","TRUE","none","knobbed","scaly","brown","free","close","broad","red","2","evanescent","?","smooth","smooth","red","red","enlarging","partial","white"
5885,"white","several","woods","poisonous","FALSE","fishy","convex","scaly","red","free","close","narrow","buff","1","evanescent","?","silky","silky","white","white","tapering","partial","white"
5886,"chocolate","several","paths","poisonous","FALSE","foul","flat","scaly","yellow","free","close","broad","pink","1","large","bulbous","silky","silky","buff","brown","enlarging","partial","white"
5887,"white","clustered","waste","edible","TRUE","none","convex","scaly","buff","free","close","broad","white","2","evanescent","?","smooth","smooth","red","white","enlarging","partial","white"
5888,"chocolate","several","grasses","poisonous","TRUE","foul","convex","smooth","buff","free","close","broad","pink","1","pendant","bulbous","smooth","fibrous","white","white","tapering","partial","white"
5889,"chocolate","several","urban","poisonous","TRUE","foul","flat","smooth","gray","free","close","broad","white","1","pendant","bulbous","fibrous","fibrous","white","white","tapering","partial","white"
5890,"chocolate","scattered","urban","poisonous","TRUE","foul","flat","smooth","buff","free","close","broad","pink","1","pendant","bulbous","smooth","smooth","white","white","tapering","partial","white"
5891,"chocolate","solitary","woods","poisonous","FALSE","foul","flat","scaly","yellow","free","close","broad","pink","1","large","bulbous","silky","silky","buff","buff","enlarging","partial","white"
5892,"white","several","paths","poisonous","FALSE","foul","convex","scaly","brown","free","close","narrow","buff","1","evanescent","?","smooth","smooth","white","pink","tapering","partial","white"
5893,"chocolate","several","urban","poisonous","TRUE","foul","flat","smooth","white","free","close","broad","chocolate","1","pendant","bulbous","fibrous","fibrous","white","white","tapering","partial","white"
5894,"white","clustered","waste","edible","TRUE","none","knobbed","scaly","brown","free","close","broad","red","2","evanescent","?","smooth","smooth","white","white","enlarging","partial","white"
5895,"white","clustered","waste","edible","TRUE","none","convex","smooth","red","free","close","broad","white","2","evanescent","?","smooth","smooth","red","red","enlarging","partial","white"
5896,"chocolate","several","woods","edible","FALSE","none","convex","scaly","white","free","close","narrow","pink","1","flaring","?","smooth","fibrous","white","white","enlarging","partial","white"
5897,"chocolate","scattered","urban","poisonous","TRUE","foul","flat","smooth","buff","free","close","broad","pink","1","pendant","bulbous","fibrous","smooth","white","white","tapering","partial","white"
5898,"chocolate","scattered","urban","poisonous","TRUE","foul","flat","smooth","gray","free","close","broad","chocolate","1","pendant","bulbous","smooth","smooth","white","white","tapering","partial","white"
5899,"white","clustered","waste","edible","TRUE","none","flat","smooth","red","free","close","broad","red","2","evanescent","?","smooth","smooth","white","white","enlarging","partial","white"
5900,"chocolate","solitary","grasses","poisonous","FALSE","foul","flat","scaly","yellow","free","close","broad","pink","1","large","bulbous","silky","silky","buff","pink","enlarging","partial","white"
5901,"white","several","leaves","poisonous","FALSE","spicy","convex","scaly","brown","free","close","narrow","buff","1","evanescent","?","silky","silky","pink","white","tapering","partial","white"
5902,"green","several","grasses","poisonous","TRUE","none","flat","smooth","white","free","close","broad","gray","2","pendant","bulbous","smooth","smooth","white","white","enlarging","partial","white"
5903,"chocolate","solitary","woods","poisonous","FALSE","foul","flat","scaly","gray","free","close","broad","pink","1","large","bulbous","silky","silky","buff","brown","enlarging","partial","white"
5904,"white","several","leaves","edible","FALSE","none","convex","fibrous","brown","free","crowded","narrow","white","1","evanescent","bulbous","smooth","smooth","white","brown","enlarging","partial","white"
5905,"chocolate","solitary","woods","poisonous","FALSE","foul","flat","scaly","yellow","free","close","broad","pink","1","large","bulbous","silky","silky","buff","brown","enlarging","partial","white"
5906,"chocolate","scattered","urban","poisonous","TRUE","foul","convex","smooth","white","free","close","broad","pink","1","pendant","bulbous","fibrous","smooth","white","white","tapering","partial","white"
5907,"white","clustered","waste","edible","TRUE","none","convex","smooth","buff","free","close","broad","white","2","evanescent","?","smooth","smooth","red","red","enlarging","partial","white"
5908,"white","clustered","waste","edible","TRUE","none","convex","smooth","pink","free","close","broad","white","2","evanescent","?","smooth","smooth","white","red","enlarging","partial","white"
5909,"chocolate","several","grasses","poisonous","TRUE","foul","convex","smooth","gray","free","close","broad","white","1","pendant","bulbous","fibrous","fibrous","white","white","tapering","partial","white"
5910,"chocolate","solitary","paths","poisonous","FALSE","foul","flat","fibrous","gray","free","close","broad","pink","1","large","bulbous","silky","silky","pink","brown","enlarging","partial","white"
5911,"chocolate","scattered","grasses","poisonous","TRUE","foul","convex","smooth","white","free","close","broad","chocolate","1","pendant","bulbous","smooth","fibrous","white","white","tapering","partial","white"
5912,"chocolate","several","paths","poisonous","FALSE","foul","convex","fibrous","yellow","free","close","broad","chocolate","1","large","bulbous","silky","silky","brown","pink","enlarging","partial","white"
5913,"chocolate","scattered","urban","poisonous","TRUE","foul","flat","smooth","white","free","close","broad","pink","1","pendant","bulbous","smooth","smooth","white","white","tapering","partial","white"
5914,"white","clustered","waste","edible","TRUE","none","knobbed","scaly","brown","free","close","broad","white","2","evanescent","?","smooth","smooth","red","red","enlarging","partial","white"
5915,"white","clustered","waste","edible","TRUE","none","convex","scaly","pink","free","close","broad","red","2","evanescent","?","smooth","smooth","white","white","enlarging","partial","white"
5916,"chocolate","solitary","grasses","poisonous","FALSE","foul","flat","scaly","yellow","free","close","broad","gray","1","large","bulbous","silky","silky","buff","buff","enlarging","partial","white"
5917,"white","clustered","waste","edible","TRUE","none","flat","scaly","buff","free","close","broad","red","2","evanescent","?","smooth","smooth","white","white","enlarging","partial","white"
5918,"white","clustered","waste","edible","TRUE","none","convex","smooth","red","free","close","broad","white","2","evanescent","?","smooth","smooth","white","white","enlarging","partial","white"
5919,"chocolate","several","urban","poisonous","TRUE","foul","convex","smooth","gray","free","close","broad","pink","1","pendant","bulbous","fibrous","fibrous","white","white","tapering","partial","white"
5920,"chocolate","several","urban","poisonous","TRUE","foul","flat","smooth","buff","free","close","broad","white","1","pendant","bulbous","smooth","smooth","white","white","tapering","partial","white"
5921,"chocolate","several","paths","poisonous","FALSE","foul","flat","scaly","yellow","free","close","broad","gray","1","large","bulbous","silky","silky","buff","pink","enlarging","partial","white"
5922,"chocolate","several","urban","poisonous","TRUE","foul","convex","smooth","buff","free","close","broad","chocolate","1","pendant","bulbous","smooth","fibrous","white","white","tapering","partial","white"
5923,"chocolate","several","grasses","poisonous","TRUE","foul","flat","smooth","white","free","close","broad","chocolate","1","pendant","bulbous","smooth","smooth","white","white","tapering","partial","white"
5924,"chocolate","several","grasses","poisonous","FALSE","foul","flat","scaly","yellow","free","close","broad","gray","1","large","bulbous","silky","silky","buff","brown","enlarging","partial","white"
5925,"chocolate","solitary","woods","poisonous","FALSE","foul","flat","scaly","yellow","free","close","broad","pink","1","large","bulbous","silky","silky","brown","pink","enlarging","partial","white"
5926,"chocolate","solitary","paths","poisonous","FALSE","foul","flat","scaly","gray","free","close","broad","chocolate","1","large","bulbous","silky","silky","brown","pink","enlarging","partial","white"
5927,"chocolate","several","paths","poisonous","FALSE","foul","flat","fibrous","gray","free","close","broad","gray","1","large","bulbous","silky","silky","buff","brown","enlarging","partial","white"
5928,"green","several","meadows","poisonous","TRUE","none","bell","smooth","pink","free","close","broad","gray","2","pendant","bulbous","smooth","smooth","white","white","enlarging","partial","white"
5929,"white","several","leaves","poisonous","FALSE","foul","convex","scaly","brown","free","close","narrow","buff","1","evanescent","?","smooth","smooth","pink","white","tapering","partial","white"
5930,"green","several","grasses","poisonous","TRUE","none","bell","smooth","white","free","close","broad","white","2","pendant","bulbous","smooth","smooth","white","white","enlarging","partial","white"
5931,"white","clustered","waste","edible","TRUE","none","convex","scaly","brown","free","close","broad","white","2","evanescent","?","smooth","smooth","white","white","enlarging","partial","white"
5932,"white","several","paths","poisonous","FALSE","fishy","convex","scaly","brown","free","close","narrow","buff","1","evanescent","?","smooth","smooth","pink","white","tapering","partial","white"
5933,"white","several","paths","poisonous","FALSE","fishy","convex","scaly","brown","free","close","narrow","buff","1","evanescent","?","smooth","smooth","white","pink","tapering","partial","white"
5934,"white","several","paths","poisonous","FALSE","foul","convex","scaly","brown","free","close","narrow","buff","1","evanescent","?","silky","smooth","white","pink","tapering","partial","white"
5935,"chocolate","scattered","grasses","poisonous","TRUE","foul","flat","smooth","buff","free","close","broad","white","1","pendant","bulbous","smooth","smooth","white","white","tapering","partial","white"
5936,"white","several","woods","poisonous","FALSE","none","bell","scaly","yellow","free","close","narrow","white","1","evanescent","?","silky","scaly","white","brown","enlarging","partial","white"
5937,"chocolate","several","urban","poisonous","TRUE","foul","convex","smooth","gray","free","close","broad","white","1","pendant","bulbous","fibrous","fibrous","white","white","tapering","partial","white"
5938,"white","clustered","waste","edible","TRUE","none","flat","scaly","pink","free","close","broad","red","2","evanescent","?","smooth","smooth","white","white","enlarging","partial","white"
5939,"white","clustered","waste","edible","TRUE","none","knobbed","smooth","pink","free","close","broad","red","2","evanescent","?","smooth","smooth","red","red","enlarging","partial","white"
5940,"white","clustered","waste","edible","TRUE","none","flat","scaly","brown","free","close","broad","white","2","evanescent","?","smooth","smooth","red","red","enlarging","partial","white"
5941,"green","several","meadows","poisonous","TRUE","none","bell","scaly","pink","free","close","broad","gray","2","pendant","bulbous","smooth","smooth","white","white","enlarging","partial","white"
5942,"chocolate","several","grasses","poisonous","TRUE","foul","convex","smooth","gray","free","close","broad","white","1","pendant","bulbous","smooth","fibrous","white","white","tapering","partial","white"
5943,"chocolate","scattered","grasses","poisonous","TRUE","foul","convex","smooth","gray","free","close","broad","pink","1","pendant","bulbous","smooth","smooth","white","white","tapering","partial","white"
5944,"chocolate","several","grasses","poisonous","FALSE","foul","convex","fibrous","yellow","free","close","broad","pink","1","large","bulbous","silky","silky","brown","brown","enlarging","partial","white"
5945,"white","several","paths","poisonous","FALSE","spicy","convex","scaly","brown","free","close","narrow","buff","1","evanescent","?","silky","smooth","pink","white","tapering","partial","white"
5946,"green","several","grasses","poisonous","TRUE","none","flat","scaly","buff","free","close","broad","white","2","pendant","bulbous","smooth","smooth","white","white","enlarging","partial","white"
5947,"chocolate","several","urban","poisonous","TRUE","foul","convex","smooth","buff","free","close","broad","chocolate","1","pendant","bulbous","fibrous","fibrous","white","white","tapering","partial","white"
5948,"green","several","grasses","poisonous","TRUE","none","bell","smooth","buff","free","close","broad","green","2","pendant","bulbous","smooth","smooth","white","white","enlarging","partial","white"
5949,"chocolate","solitary","woods","edible","FALSE","none","flat","scaly","white","free","close","narrow","pink","1","flaring","?","smooth","fibrous","white","white","enlarging","partial","white"
5950,"white","several","leaves","edible","FALSE","none","convex","scaly","brown","free","crowded","narrow","white","1","evanescent","bulbous","fibrous","smooth","white","brown","enlarging","partial","white"
5951,"chocolate","several","paths","poisonous","FALSE","foul","convex","fibrous","yellow","free","close","broad","pink","1","large","bulbous","silky","silky","brown","brown","enlarging","partial","white"
5952,"chocolate","several","grasses","poisonous","TRUE","foul","flat","smooth","buff","free","close","broad","chocolate","1","pendant","bulbous","smooth","fibrous","white","white","tapering","partial","white"
5953,"chocolate","several","grasses","poisonous","FALSE","foul","flat","scaly","yellow","free","close","broad","gray","1","large","bulbous","silky","silky","brown","pink","enlarging","partial","white"
5954,"white","clustered","waste","edible","TRUE","none","knobbed","smooth","red","free","close","broad","red","2","evanescent","?","smooth","smooth","red","red","enlarging","partial","white"
5955,"chocolate","solitary","paths","poisonous","FALSE","foul","flat","fibrous","yellow","free","close","broad","chocolate","1","large","bulbous","silky","silky","pink","pink","enlarging","partial","white"
5956,"white","several","woods","poisonous","FALSE","none","bell","fibrous","brown","free","close","narrow","white","1","evanescent","?","silky","scaly","white","brown","enlarging","partial","white"
5957,"white","several","paths","poisonous","FALSE","spicy","convex","scaly","brown","free","close","narrow","buff","1","evanescent","?","silky","smooth","pink","pink","tapering","partial","white"
5958,"chocolate","solitary","woods","poisonous","FALSE","foul","flat","scaly","yellow","free","close","broad","chocolate","1","large","bulbous","silky","silky","brown","buff","enlarging","partial","white"
5959,"chocolate","solitary","grasses","poisonous","FALSE","foul","convex","scaly","yellow","free","close","broad","gray","1","large","bulbous","silky","silky","brown","buff","enlarging","partial","white"
5960,"chocolate","scattered","grasses","poisonous","TRUE","foul","convex","smooth","gray","free","close","broad","pink","1","pendant","bulbous","fibrous","smooth","white","white","tapering","partial","white"
5961,"white","several","woods","poisonous","FALSE","foul","convex","scaly","brown","free","close","narrow","buff","1","evanescent","?","smooth","silky","white","pink","tapering","partial","white"
5962,"white","clustered","waste","edible","TRUE","none","convex","scaly","brown","free","close","broad","white","2","evanescent","?","smooth","smooth","red","white","enlarging","partial","white"
5963,"white","several","leaves","edible","FALSE","none","flat","scaly","brown","free","crowded","narrow","white","1","evanescent","bulbous","fibrous","fibrous","white","brown","enlarging","partial","white"
5964,"green","several","grasses","poisonous","TRUE","none","flat","scaly","buff","free","close","broad","gray","2","pendant","bulbous","smooth","smooth","white","white","enlarging","partial","white"
5965,"white","several","woods","poisonous","FALSE","none","knobbed","fibrous","brown","free","close","narrow","white","1","evanescent","?","silky","scaly","white","yellow","enlarging","partial","white"
5966,"chocolate","several","grasses","poisonous","FALSE","foul","flat","scaly","gray","free","close","broad","chocolate","1","large","bulbous","silky","silky","pink","brown","enlarging","partial","white"
5967,"white","several","paths","poisonous","FALSE","spicy","convex","scaly","brown","free","close","narrow","buff","1","evanescent","?","silky","silky","pink","white","tapering","partial","white"
5968,"chocolate","solitary","woods","poisonous","FALSE","foul","flat","fibrous","gray","free","close","broad","chocolate","1","large","bulbous","silky","silky","pink","pink","enlarging","partial","white"
5969,"chocolate","several","woods","poisonous","FALSE","foul","flat","fibrous","gray","free","close","broad","pink","1","large","bulbous","silky","silky","buff","pink","enlarging","partial","white"
5970,"chocolate","scattered","grasses","poisonous","TRUE","foul","convex","smooth","gray","free","close","broad","pink","1","pendant","bulbous","smooth","fibrous","white","white","tapering","partial","white"
5971,"chocolate","solitary","woods","edible","FALSE","none","convex","scaly","green","free","close","narrow","purple","1","flaring","?","smooth","fibrous","white","white","enlarging","partial","white"
5972,"white","several","paths","poisonous","FALSE","fishy","convex","scaly","brown","free","close","narrow","buff","1","evanescent","?","silky","smooth","pink","pink","tapering","partial","white"
5973,"green","several","meadows","poisonous","TRUE","none","flat","smooth","pink","free","close","broad","gray","2","pendant","bulbous","smooth","smooth","white","white","enlarging","partial","white"
5974,"white","several","leaves","poisonous","FALSE","fishy","convex","scaly","red","free","close","narrow","buff","1","evanescent","?","silky","silky","pink","pink","tapering","partial","white"
5975,"chocolate","several","grasses","poisonous","TRUE","foul","flat","smooth","buff","free","close","broad","white","1","pendant","bulbous","smooth","smooth","white","white","tapering","partial","white"
5976,"chocolate","several","urban","poisonous","TRUE","foul","convex","smooth","buff","free","close","broad","white","1","pendant","bulbous","smooth","smooth","white","white","tapering","partial","white"
5977,"white","clustered","waste","edible","TRUE","none","knobbed","smooth","red","free","close","broad","red","2","evanescent","?","smooth","smooth","white","white","enlarging","partial","white"
5978,"chocolate","scattered","grasses","poisonous","TRUE","foul","flat","smooth","buff","free","close","broad","white","1","pendant","bulbous","smooth","fibrous","white","white","tapering","partial","white"
5979,"white","several","leaves","edible","FALSE","none","convex","fibrous","brown","free","crowded","narrow","white","1","evanescent","bulbous","fibrous","fibrous","white","brown","enlarging","partial","white"
5980,"chocolate","several","woods","poisonous","FALSE","foul","flat","scaly","yellow","free","close","broad","pink","1","large","bulbous","silky","silky","pink","brown","enlarging","partial","white"
5981,"chocolate","solitary","woods","edible","FALSE","none","flat","scaly","white","free","close","narrow","white","1","flaring","?","smooth","fibrous","white","white","enlarging","partial","white"
5982,"chocolate","scattered","urban","poisonous","TRUE","foul","flat","smooth","white","free","close","broad","white","1","pendant","bulbous","smooth","smooth","white","white","tapering","partial","white"
5983,"green","several","grasses","poisonous","TRUE","none","flat","smooth","pink","free","close","broad","green","2","pendant","bulbous","smooth","smooth","white","white","enlarging","partial","white"
5984,"chocolate","solitary","woods","poisonous","FALSE","foul","flat","scaly","yellow","free","close","broad","pink","1","large","bulbous","silky","silky","pink","brown","enlarging","partial","white"
5985,"chocolate","scattered","grasses","poisonous","TRUE","foul","flat","smooth","gray","free","close","broad","chocolate","1","pendant","bulbous","smooth","fibrous","white","white","tapering","partial","white"
5986,"white","several","leaves","poisonous","FALSE","foul","convex","scaly","brown","free","close","narrow","buff","1","evanescent","?","smooth","silky","pink","white","tapering","partial","white"
5987,"chocolate","several","grasses","poisonous","FALSE","foul","flat","scaly","yellow","free","close","broad","gray","1","large","bulbous","silky","silky","buff","buff","enlarging","partial","white"
5988,"chocolate","scattered","grasses","poisonous","TRUE","foul","flat","smooth","gray","free","close","broad","chocolate","1","pendant","bulbous","fibrous","smooth","white","white","tapering","partial","white"
5989,"chocolate","scattered","urban","poisonous","TRUE","foul","flat","smooth","white","free","close","broad","chocolate","1","pendant","bulbous","smooth","fibrous","white","white","tapering","partial","white"
5990,"white","several","woods","poisonous","FALSE","spicy","convex","scaly","brown","free","close","narrow","buff","1","evanescent","?","smooth","silky","white","white","tapering","partial","white"
5991,"chocolate","solitary","woods","poisonous","FALSE","foul","flat","fibrous","yellow","free","close","broad","pink","1","large","bulbous","silky","silky","brown","brown","enlarging","partial","white"
5992,"white","several","woods","poisonous","FALSE","foul","convex","scaly","brown","free","close","narrow","buff","1","evanescent","?","silky","silky","white","pink","tapering","partial","white"
5993,"green","several","grasses","poisonous","TRUE","none","bell","scaly","buff","free","close","broad","gray","2","pendant","bulbous","smooth","smooth","white","white","enlarging","partial","white"
5994,"chocolate","several","grasses","poisonous","FALSE","foul","flat","scaly","yellow","free","close","broad","gray","1","large","bulbous","silky","silky","buff","pink","enlarging","partial","white"
5995,"white","several","leaves","poisonous","FALSE","fishy","convex","scaly","red","free","close","narrow","buff","1","evanescent","?","silky","smooth","white","pink","tapering","partial","white"
5996,"white","several","woods","poisonous","FALSE","foul","convex","scaly","brown","free","close","narrow","buff","1","evanescent","?","silky","smooth","white","white","tapering","partial","white"
5997,"white","clustered","waste","edible","TRUE","none","knobbed","scaly","buff","free","close","broad","red","2","evanescent","?","smooth","smooth","white","white","enlarging","partial","white"
5998,"chocolate","solitary","woods","edible","FALSE","none","convex","scaly","white","free","close","narrow","pink","1","flaring","?","smooth","fibrous","white","white","enlarging","partial","white"
5999,"chocolate","several","urban","poisonous","TRUE","foul","flat","smooth","buff","free","close","broad","pink","1","pendant","bulbous","smooth","fibrous","white","white","tapering","partial","white"
6000,"chocolate","solitary","grasses","poisonous","FALSE","foul","flat","scaly","yellow","free","close","broad","gray","1","large","bulbous","silky","silky","brown","pink","enlarging","partial","white"
6001,"white","several","paths","poisonous","FALSE","foul","convex","scaly","red","free","close","narrow","buff","1","evanescent","?","silky","smooth","pink","pink","tapering","partial","white"
6002,"white","several","woods","poisonous","FALSE","spicy","flat","smooth","red","free","close","narrow","buff","1","evanescent","?","silky","smooth","pink","pink","tapering","partial","white"
6003,"white","several","woods","poisonous","FALSE","foul","convex","scaly","red","free","close","narrow","buff","1","evanescent","?","smooth","smooth","white","pink","tapering","partial","white"
6004,"white","several","paths","poisonous","FALSE","foul","convex","smooth","brown","free","close","narrow","buff","1","evanescent","?","silky","silky","white","white","tapering","partial","white"
6005,"white","several","paths","poisonous","FALSE","foul","flat","scaly","brown","free","close","narrow","buff","1","evanescent","?","silky","smooth","white","white","tapering","partial","white"
6006,"white","several","woods","poisonous","FALSE","spicy","flat","scaly","red","free","close","narrow","buff","1","evanescent","?","smooth","silky","pink","pink","tapering","partial","white"
6007,"white","several","leaves","poisonous","FALSE","fishy","knobbed","scaly","brown","free","close","narrow","buff","1","evanescent","?","silky","smooth","pink","pink","tapering","partial","white"
6008,"white","several","paths","poisonous","FALSE","fishy","flat","scaly","red","free","close","narrow","buff","1","evanescent","?","smooth","smooth","white","white","tapering","partial","white"
6009,"white","several","leaves","poisonous","FALSE","spicy","convex","smooth","red","free","close","narrow","buff","1","evanescent","?","smooth","silky","pink","white","tapering","partial","white"
6010,"white","several","paths","poisonous","FALSE","foul","flat","scaly","brown","free","close","narrow","buff","1","evanescent","?","smooth","silky","pink","pink","tapering","partial","white"
6011,"white","several","woods","poisonous","FALSE","foul","flat","scaly","red","free","close","narrow","buff","1","evanescent","?","silky","silky","pink","white","tapering","partial","white"
6012,"white","several","leaves","poisonous","FALSE","spicy","convex","smooth","red","free","close","narrow","buff","1","evanescent","?","smooth","smooth","white","pink","tapering","partial","white"
6013,"white","several","leaves","poisonous","FALSE","spicy","convex","smooth","brown","free","close","narrow","buff","1","evanescent","?","silky","silky","pink","pink","tapering","partial","white"
6014,"white","several","woods","poisonous","FALSE","foul","flat","smooth","red","free","close","narrow","buff","1","evanescent","?","silky","smooth","pink","white","tapering","partial","white"
6015,"white","several","leaves","poisonous","FALSE","fishy","flat","smooth","red","free","close","narrow","buff","1","evanescent","?","silky","silky","white","pink","tapering","partial","white"
6016,"white","several","paths","poisonous","FALSE","foul","flat","scaly","red","free","close","narrow","buff","1","evanescent","?","smooth","silky","pink","pink","tapering","partial","white"
6017,"white","several","paths","poisonous","FALSE","fishy","flat","scaly","brown","free","close","narrow","buff","1","evanescent","?","smooth","silky","pink","pink","tapering","partial","white"
6018,"white","several","paths","poisonous","FALSE","foul","flat","scaly","brown","free","close","narrow","buff","1","evanescent","?","silky","smooth","pink","white","tapering","partial","white"
6019,"white","several","woods","poisonous","FALSE","spicy","convex","scaly","red","free","close","narrow","buff","1","evanescent","?","silky","smooth","white","pink","tapering","partial","white"
6020,"white","several","paths","poisonous","FALSE","fishy","knobbed","smooth","brown","free","close","narrow","buff","1","evanescent","?","smooth","silky","pink","pink","tapering","partial","white"
6021,"white","several","leaves","poisonous","FALSE","foul","convex","smooth","brown","free","close","narrow","buff","1","evanescent","?","smooth","smooth","white","white","tapering","partial","white"
6022,"white","several","woods","poisonous","FALSE","fishy","flat","smooth","red","free","close","narrow","buff","1","evanescent","?","silky","silky","pink","white","tapering","partial","white"
6023,"white","several","leaves","poisonous","FALSE","spicy","flat","scaly","red","free","close","narrow","buff","1","evanescent","?","silky","silky","white","white","tapering","partial","white"
6024,"white","several","paths","poisonous","FALSE","fishy","knobbed","smooth","red","free","close","narrow","buff","1","evanescent","?","smooth","smooth","pink","pink","tapering","partial","white"
6025,"white","several","woods","poisonous","FALSE","fishy","flat","scaly","red","free","close","narrow","buff","1","evanescent","?","silky","smooth","pink","pink","tapering","partial","white"
6026,"white","several","paths","poisonous","FALSE","spicy","convex","smooth","brown","free","close","narrow","buff","1","evanescent","?","silky","silky","white","white","tapering","partial","white"
6027,"white","several","woods","poisonous","FALSE","fishy","flat","smooth","red","free","close","narrow","buff","1","evanescent","?","silky","silky","white","white","tapering","partial","white"
6028,"white","several","leaves","poisonous","FALSE","fishy","flat","smooth","brown","free","close","narrow","buff","1","evanescent","?","silky","silky","white","white","tapering","partial","white"
6029,"white","several","woods","poisonous","FALSE","spicy","flat","scaly","red","free","close","narrow","buff","1","evanescent","?","silky","smooth","pink","pink","tapering","partial","white"
6030,"white","several","leaves","poisonous","FALSE","fishy","flat","smooth","red","free","close","narrow","buff","1","evanescent","?","smooth","smooth","white","pink","tapering","partial","white"
6031,"white","several","paths","poisonous","FALSE","spicy","flat","smooth","brown","free","close","narrow","buff","1","evanescent","?","silky","silky","white","white","tapering","partial","white"
6032,"white","several","paths","poisonous","FALSE","spicy","flat","scaly","red","free","close","narrow","buff","1","evanescent","?","smooth","silky","white","pink","tapering","partial","white"
6033,"white","several","leaves","poisonous","FALSE","spicy","convex","smooth","red","free","close","narrow","buff","1","evanescent","?","silky","silky","pink","white","tapering","partial","white"
6034,"white","several","paths","poisonous","FALSE","foul","flat","smooth","red","free","close","narrow","buff","1","evanescent","?","smooth","silky","white","white","tapering","partial","white"
6035,"white","several","woods","poisonous","FALSE","spicy","convex","smooth","brown","free","close","narrow","buff","1","evanescent","?","silky","silky","white","white","tapering","partial","white"
6036,"white","several","paths","poisonous","FALSE","spicy","flat","scaly","brown","free","close","narrow","buff","1","evanescent","?","smooth","silky","white","pink","tapering","partial","white"
6037,"white","several","leaves","poisonous","FALSE","foul","convex","scaly","red","free","close","narrow","buff","1","evanescent","?","silky","smooth","white","white","tapering","partial","white"
6038,"white","several","leaves","poisonous","FALSE","fishy","flat","scaly","brown","free","close","narrow","buff","1","evanescent","?","silky","smooth","pink","white","tapering","partial","white"
