ID, stalk root, stalk surface above ring, stalk surface below ring, stalk color above ring, stalk color below ring, stalk shape
2854,b,s,s,g,p,t
2855,b,s,s,g,g,t
2856,b,s,s,g,g,t
2857,b,s,s,w,w,t
2858,b,s,s,p,w,t
2859,b,s,s,g,w,t
2860,b,s,s,p,w,t
2861,b,s,s,w,w,e
2862,b,s,s,p,p,t
2863,b,s,s,g,g,t
2864,b,s,s,g,w,t
2865,b,s,s,g,g,t
2866,b,s,s,g,g,t
2867,b,s,s,g,p,t
2868,b,s,s,p,p,t
2869,b,s,s,p,g,t
2870,b,s,s,g,w,t
2871,b,s,s,w,w,t
2872,b,s,s,p,g,t
2873,b,s,s,p,w,t
2874,b,s,s,p,w,t
2875,b,s,s,w,p,t
2876,b,s,s,w,p,t
2877,b,s,s,g,w,t
2878,b,s,s,w,p,t
2879,b,s,s,g,g,t
2880,b,s,s,g,w,t
2881,b,s,s,g,w,t
2882,e,s,f,w,w,t
2883,b,s,s,w,p,t
2884,b,s,s,w,w,t
2885,b,s,s,p,p,t
2886,b,s,s,w,p,t
2887,b,s,s,p,g,t
2888,b,s,s,w,w,e
2889,b,s,s,p,p,t
2890,b,s,s,w,g,t
2891,e,s,s,w,w,t
2892,b,s,s,w,g,t
2893,b,s,s,w,w,e
2894,b,s,s,g,p,t
2895,b,s,s,p,p,t
2896,b,s,s,w,g,t
2897,b,s,s,p,p,t
2898,b,s,s,g,g,t
2899,b,s,s,w,w,t
2900,b,s,s,g,p,t
2901,b,s,s,g,w,t
2902,b,s,s,g,p,t
2903,b,s,s,p,w,t
2904,b,k,k,n,p,e
2905,b,s,s,w,w,t
2906,b,s,s,w,w,t
2907,b,s,s,p,g,t
2908,b,s,s,p,p,t
2909,b,s,s,w,w,t
2910,b,s,s,w,p,t
2911,b,s,s,g,w,t
2912,b,s,s,g,g,t
2913,b,s,s,g,w,t
2914,b,s,s,p,p,t
2915,b,s,s,p,g,t
2916,b,s,s,g,g,t
2917,b,s,s,w,p,t
2918,b,s,s,p,p,t
2919,b,s,s,w,w,t
2920,b,s,s,w,g,t
2921,b,s,s,g,g,t
2922,b,s,s,g,p,t
2923,b,s,s,p,w,t
2924,b,s,s,g,p,t
2925,b,s,s,p,w,t
2926,b,s,s,w,w,t
2927,b,k,k,b,n,e
2928,b,s,s,w,g,t
2929,b,s,s,g,p,t
2930,b,s,s,w,w,t
2931,b,s,s,g,w,t
2932,b,s,s,w,w,t
2933,b,s,s,g,g,t
2934,b,s,s,p,w,t
2935,b,s,s,g,g,t
2936,b,s,s,w,w,t
2937,b,s,s,g,w,t
2938,b,k,k,p,b,e
2939,b,s,s,p,w,t
2940,b,s,s,g,g,t
2941,b,s,s,g,g,t
2942,b,s,s,p,g,t
2943,b,s,s,w,p,t
2944,b,s,s,w,g,t
2945,b,s,s,w,g,t
2946,b,s,s,w,w,t
2947,b,s,s,w,g,t
2948,b,s,s,p,p,t
2949,b,s,s,p,g,t
2950,b,s,s,w,w,t
2951,b,s,s,p,p,t
2952,b,s,s,p,g,t
2953,b,s,s,p,w,t
2954,b,s,s,g,p,t
2955,b,s,s,w,g,t
2956,b,s,s,w,p,t
2957,b,s,s,p,g,t
2958,b,s,s,g,w,t
2959,b,s,s,w,p,t
2960,b,s,s,p,g,t
2961,b,s,s,g,w,t
2962,b,s,s,g,w,t
2963,b,s,s,w,w,t
2964,b,s,s,p,g,t
2965,b,s,s,p,w,t
2966,b,s,s,w,g,t
2967,e,f,s,w,w,t
2968,b,s,s,w,g,t
2969,b,s,s,g,g,t
2970,b,s,s,g,p,t
2971,b,s,s,g,g,t
2972,b,s,s,p,p,t
2973,b,s,s,w,p,t
2974,b,s,s,w,p,t
2975,b,s,s,p,w,t
2976,b,s,s,p,p,t
2977,b,s,s,p,p,t
2978,b,s,s,g,p,t
2979,b,s,s,w,g,t
2980,b,s,s,w,g,t
2981,b,s,s,w,p,t
2982,b,s,s,p,w,t
2983,b,s,s,g,w,t
2984,b,s,s,w,w,t
2985,b,s,s,w,g,t
2986,b,s,s,g,p,t
2987,b,s,s,g,p,t
2988,b,s,s,g,p,t
2989,b,s,s,w,w,t
2990,b,s,s,w,w,t
2991,b,k,k,b,n,e
2992,b,s,s,w,w,t
2993,b,s,s,g,g,t
2994,b,s,s,g,g,t
2995,b,s,s,w,w,t
2996,b,s,s,g,p,t
2997,b,s,s,g,g,t
2998,b,s,s,g,p,t
2999,b,s,s,g,w,t
3000,b,s,s,w,p,t
3001,b,s,s,g,p,t
3002,b,k,k,b,n,e
3003,b,s,s,g,g,t
3004,b,k,k,b,n,e
3005,b,s,s,w,w,e
3006,b,s,s,p,p,t
3007,b,s,s,g,p,t
3008,b,s,s,w,w,t
3009,b,s,s,g,w,t
3010,b,k,k,p,p,e
3011,b,s,s,w,w,t
3012,b,s,s,p,g,t
3013,b,s,s,p,g,t
3014,b,s,s,w,w,e
3015,b,s,s,p,g,t
3016,b,s,s,w,w,t
3017,b,k,k,p,n,e
3018,b,k,k,p,b,e
3019,b,s,s,g,w,t
3020,b,s,s,g,w,t
3021,b,s,s,p,w,t
3022,b,s,s,w,g,t
3023,b,s,s,g,g,t
3024,b,s,s,g,p,t
3025,b,s,s,g,p,t
3026,b,s,s,g,w,t
3027,b,s,s,w,w,e
3028,b,k,k,n,b,e
3029,b,s,s,w,p,t
3030,b,s,s,g,p,t
3031,b,s,s,g,w,t
3032,b,s,s,w,p,t
3033,b,s,s,g,p,t
3034,b,s,s,p,w,t
3035,b,k,k,b,p,e
3036,b,s,s,g,p,t
3037,b,s,s,p,p,t
3038,b,s,s,w,w,e
3039,b,s,s,g,p,t
3040,b,s,s,w,g,t
3041,b,k,k,b,p,e
3042,b,k,k,p,p,e
3043,b,s,s,p,g,t
3044,b,s,s,w,g,t
3045,b,s,s,w,w,t
3046,b,s,s,w,w,t
3047,b,s,s,p,p,t
3048,b,s,s,w,w,e
3049,b,s,s,p,w,t
3050,b,s,s,p,w,t
3051,b,s,s,p,p,t
3052,b,s,s,g,g,t
3053,b,s,s,w,w,e
3054,b,s,s,w,g,t
3055,b,s,s,g,p,t
3056,b,s,s,p,p,t
3057,b,s,s,w,w,t
3058,b,s,s,w,w,e
3059,b,s,s,w,w,e
3060,b,s,s,g,g,t
3061,b,k,k,p,n,e
3062,b,s,s,w,w,e
3063,b,k,k,b,b,e
3064,b,s,s,p,p,t
3065,b,k,k,n,b,e
3066,b,s,s,p,g,t
3067,b,s,s,p,w,t
3068,b,s,s,w,g,t
3069,b,s,s,w,w,e
3070,b,k,k,n,b,e
3071,b,s,s,w,w,t
3072,b,s,s,p,w,t
3073,b,s,s,p,p,t
3074,b,k,k,n,p,e
3075,b,s,s,w,g,t
3076,b,k,k,p,b,e
3077,b,s,s,w,g,t
3078,b,s,s,w,w,t
3079,b,k,k,p,b,e
3080,b,s,s,p,w,t
3081,b,s,s,g,w,t
3082,b,s,s,p,g,t
3083,b,k,k,p,p,e
3084,b,s,s,w,w,t
3085,b,s,s,g,p,t
3086,b,k,k,n,p,e
3087,b,s,s,g,w,t
3088,b,k,k,p,b,e
3089,b,s,s,w,g,t
3090,b,k,k,b,n,e
3091,b,k,k,n,p,e
3092,b,k,k,b,b,e
3093,b,s,s,g,g,t
3094,b,k,k,n,b,e
3095,b,s,s,p,p,t
3096,b,s,s,w,w,e
3097,b,s,s,p,g,t
3098,b,s,s,w,w,e
3099,b,s,s,g,g,t
3100,b,s,s,g,g,t
3101,b,s,s,g,w,t
3102,b,s,s,w,p,t
3103,b,k,k,b,p,e
3104,b,k,k,n,n,e
3105,b,s,s,w,w,e
3106,b,s,s,g,p,t
3107,b,s,s,g,g,t
3108,b,s,s,p,p,t
3109,b,s,s,p,g,t
3110,b,k,k,p,b,e
3111,b,s,s,w,w,e
3112,b,s,s,w,p,t
3113,b,s,s,g,w,t
3114,b,s,s,g,p,t
3115,b,s,s,p,p,t
3116,b,s,s,g,p,t
3117,b,s,s,g,w,t
3118,b,s,s,g,p,t
3119,b,s,s,w,w,e
3120,b,s,s,w,w,e
3121,b,s,s,p,g,t
3122,b,s,s,g,w,t
3123,b,k,k,n,b,e
3124,b,s,s,w,g,t
3125,b,s,s,w,w,e
3126,b,s,s,p,p,t
3127,b,s,s,w,p,t
3128,b,s,s,w,p,t
3129,b,s,s,p,g,t
3130,b,s,s,p,w,t
3131,b,s,s,g,g,t
3132,b,s,s,w,g,t
3133,b,s,s,w,p,t
3134,b,s,s,g,p,t
3135,b,s,s,w,p,t
3136,b,s,s,w,p,t
3137,b,s,s,g,w,t
3138,b,s,s,w,p,t
3139,b,k,k,n,n,e
3140,b,s,s,p,w,t
3141,b,s,s,p,p,t
3142,b,k,k,p,b,e
3143,b,s,s,p,p,t
3144,b,s,s,w,g,t
3145,b,s,s,g,w,t
3146,b,s,s,g,g,t
3147,b,s,s,g,p,t
3148,b,s,s,w,w,e
3149,b,s,s,w,w,e
3150,b,s,s,w,w,t
3151,b,s,s,w,p,t
3152,b,s,s,g,p,t
3153,b,k,k,n,p,e
3154,b,s,s,g,w,t
3155,b,s,s,w,p,t
3156,b,s,s,w,w,t
3157,b,s,s,w,w,e
3158,b,s,s,w,p,t
3159,b,s,s,p,g,t
3160,b,k,k,p,b,e
3161,b,s,s,w,g,t
3162,b,k,k,n,b,e
3163,b,s,s,w,w,e
3164,b,s,s,p,w,t
3165,b,k,k,n,p,e
3166,b,s,s,w,w,e
3167,b,k,k,p,p,e
3168,b,s,s,p,g,t
3169,b,k,k,n,p,e
3170,b,s,s,w,w,e
3171,b,s,s,g,g,t
3172,b,s,s,g,p,t
3173,b,s,s,w,w,t
3174,b,k,k,n,n,e
3175,b,s,s,w,w,e
3176,b,s,s,g,p,t
3177,b,s,s,p,p,t
3178,b,s,s,w,g,t
3179,b,s,s,g,g,t
3180,b,k,k,n,p,e
3181,b,s,s,w,w,t
3182,b,s,s,w,w,e
3183,b,s,s,w,w,e
3184,b,s,s,g,w,t
3185,b,s,s,g,w,t
3186,b,s,s,g,p,t
3187,b,s,s,g,w,t
3188,b,k,k,b,b,e
3189,b,k,k,n,b,e
3190,b,s,s,w,w,t
3191,b,k,k,p,n,e
3192,b,s,s,w,w,e
3193,b,s,s,g,w,t
3194,b,k,k,b,n,e
3195,b,s,s,g,p,t
3196,b,s,s,w,g,t
3197,b,s,s,w,w,t
3198,b,s,s,g,p,t
3199,b,s,s,w,p,t
3200,b,k,k,b,b,e
3201,b,s,s,p,p,t
3202,b,k,k,n,b,e
3203,b,s,s,g,w,t
3204,b,s,s,p,w,t
3205,b,s,s,g,g,t
3206,b,k,k,b,p,e
3207,b,s,s,p,g,t
3208,b,s,s,g,p,t
3209,b,k,k,n,n,e
3210,b,s,s,w,w,e
3211,b,s,s,w,g,t
3212,b,k,k,n,b,e
3213,b,s,s,p,g,t
3214,b,s,s,p,p,t
3215,b,s,s,w,g,t
3216,b,s,s,w,p,t
3217,b,s,s,g,g,t
3218,b,s,s,p,g,t
3219,b,s,s,w,w,e
3220,b,s,s,w,w,t
3221,b,s,s,w,g,t
3222,b,s,s,p,g,t
3223,b,s,s,w,p,t
3224,b,s,s,g,w,t
3225,b,s,s,w,g,t
3226,b,s,s,g,p,t
3227,b,k,k,p,b,e
3228,b,s,s,w,w,e
3229,b,s,s,p,g,t
3230,b,s,s,g,w,t
3231,b,s,s,w,g,t
3232,b,k,k,p,b,e
3233,b,s,s,w,w,e
3234,b,k,k,n,n,e
3235,b,s,s,p,p,t
3236,b,k,k,b,n,e
3237,b,s,s,w,w,t
3238,b,s,s,w,p,t
3239,b,s,s,g,w,t
3240,b,k,k,b,b,e
3241,b,s,s,p,w,t
3242,b,s,s,p,p,t
3243,b,s,s,w,w,e
3244,b,k,k,b,n,e
3245,b,s,s,p,g,t
3246,b,k,k,p,p,e
3247,b,k,k,n,n,e
3248,b,s,s,w,g,t
3249,b,k,k,b,n,e
3250,b,s,s,p,g,t
3251,b,s,s,w,p,t
3252,b,s,s,g,p,t
3253,b,s,s,p,p,t
3254,b,s,s,w,w,e
3255,b,s,s,p,g,t
3256,b,s,s,p,g,t
3257,b,s,s,g,w,t
3258,b,s,s,g,p,t
3259,b,s,s,w,w,e
3260,b,k,k,n,p,e
3261,b,s,s,g,p,t
3262,b,s,s,w,g,t
3263,b,s,s,w,w,e
3264,b,s,s,w,p,t
3265,b,k,k,p,n,e
3266,b,k,k,b,n,e
3267,b,s,s,p,p,t
3268,b,s,s,p,w,t
3269,b,s,s,w,w,e
3270,b,k,k,n,n,e
3271,b,s,s,w,w,e
3272,b,s,s,g,w,t
3273,b,s,s,w,p,t
3274,b,s,s,g,p,t
3275,b,k,k,p,b,e
3276,b,s,s,g,w,t
3277,b,s,s,w,w,e
3278,b,k,k,n,n,e
3279,b,s,s,p,g,t
3280,b,s,s,g,p,t
3281,b,k,k,b,n,e
3282,b,k,k,n,p,e
3283,b,s,s,w,w,e
3284,b,s,s,w,g,t
3285,b,k,k,b,p,e
3286,b,s,s,p,g,t
3287,b,s,s,w,w,t
3288,b,s,s,g,g,t
3289,b,s,s,w,g,t
3290,b,s,s,w,g,t
3291,b,s,s,g,w,t
3292,b,s,s,w,g,t
3293,b,s,s,w,w,e
3294,b,s,s,g,g,t
3295,b,s,s,g,w,t
3296,b,s,s,w,w,e
3297,b,s,s,g,p,t
3298,b,s,s,w,w,t
3299,b,k,k,p,p,e
3300,b,s,s,w,p,t
3301,b,k,k,p,p,e
3302,b,s,s,p,w,t
3303,b,s,s,p,g,t
3304,b,s,s,p,g,t
3305,b,k,k,b,n,e
3306,b,s,s,g,p,t
3307,b,s,s,w,w,e
3308,b,s,s,w,p,t
3309,b,s,s,p,p,t
3310,b,s,s,p,p,t
3311,b,s,s,p,w,t
3312,b,s,s,p,g,t
3313,b,s,s,w,g,t
3314,b,k,k,p,p,e
3315,b,s,s,w,p,t
3316,b,s,s,w,g,t
3317,b,s,s,p,p,t
3318,b,s,s,p,g,t
3319,b,s,s,p,g,t
3320,b,s,s,w,g,t
3321,b,s,s,g,w,t
3322,b,s,s,w,p,t
3323,b,s,s,w,w,e
3324,b,k,k,n,n,e
3325,b,s,s,g,w,t
3326,b,s,s,g,g,t
3327,b,s,s,w,w,e
3328,b,s,s,w,w,e
3329,b,k,k,b,b,e
3330,b,s,s,w,p,t
3331,b,s,s,w,p,t
3332,b,s,s,w,w,e
3333,b,s,s,g,p,t
3334,b,s,s,p,p,t
3335,b,k,k,b,p,e
3336,b,s,s,g,p,t
3337,b,s,s,g,g,t
3338,b,s,s,w,w,e
3339,b,s,s,p,g,t
3340,b,k,k,p,n,e
3341,b,s,s,w,g,t
3342,b,k,k,n,n,e
3343,b,s,s,g,g,t
3344,b,s,s,g,p,t
3345,b,s,s,p,p,t
3346,b,s,s,w,g,t
3347,b,s,s,w,w,e
3348,b,s,s,w,w,t
3349,b,s,s,p,w,t
3350,b,k,k,n,b,e
3351,b,s,s,g,p,t
3352,b,s,s,w,w,e
3353,b,k,k,p,n,e
3354,b,s,s,w,g,t
3355,b,s,s,p,w,t
3356,b,s,s,w,p,t
3357,b,s,s,w,p,t
3358,b,s,s,w,w,e
3359,b,k,k,p,p,e
3360,b,s,s,w,w,e
3361,b,s,s,w,w,t
3362,b,s,s,p,p,t
3363,b,k,k,b,n,e
3364,b,k,k,n,n,e
3365,b,s,s,g,p,t
3366,b,s,s,w,w,e
3367,b,s,s,w,w,e
3368,b,s,s,w,g,t
3369,b,s,s,g,p,t
3370,b,s,s,p,g,t
3371,b,s,s,w,g,t
3372,b,s,s,w,w,e
3373,b,k,k,n,n,e
3374,b,s,s,w,w,t
3375,b,s,s,w,p,t
3376,b,s,s,w,g,t
3377,b,s,s,w,p,t
3378,b,s,s,g,p,t
3379,b,s,s,g,g,t
3380,b,k,k,b,n,e
3381,b,s,s,w,p,t
3382,b,s,s,w,w,e
3383,b,s,s,w,p,t
3384,b,s,s,g,g,t
3385,b,s,s,g,w,t
3386,b,s,s,p,w,t
3387,b,s,s,w,w,t
3388,b,s,s,g,w,t
3389,b,s,s,w,w,e
3390,b,k,k,p,p,e
3391,b,s,s,w,w,e
3392,b,s,s,w,g,t
3393,b,s,s,g,w,t
3394,b,s,s,w,w,e
3395,b,s,s,p,p,t
3396,b,s,s,w,w,e
3397,b,s,s,p,w,t
3398,b,s,s,w,w,e
3399,b,s,s,g,p,t
3400,b,k,k,p,n,e
3401,b,s,s,w,w,e
3402,b,s,s,g,g,t
3403,b,k,k,p,p,e
3404,b,s,s,w,w,e
3405,b,s,s,p,w,t
3406,b,s,s,w,w,e
3407,b,s,s,g,w,t
3408,b,s,s,p,w,t
3409,b,s,s,g,w,t
3410,b,s,s,g,w,t
3411,b,s,s,g,g,t
3412,b,s,s,w,w,e
3413,b,s,s,w,p,t
3414,b,s,s,p,g,t
3415,b,s,s,g,w,t
3416,b,s,s,w,g,t
3417,b,s,s,p,g,t
3418,b,k,k,n,p,e
3419,b,s,s,w,w,e
3420,b,s,s,g,g,t
3421,b,s,s,p,w,t
3422,b,s,s,w,w,e
3423,b,s,s,w,w,t
3424,b,s,s,g,w,t
3425,b,s,s,p,w,t
3426,b,k,k,n,b,e
3427,b,s,s,w,w,e
3428,b,s,s,g,w,t
3429,b,s,s,g,g,t
3430,b,s,s,g,g,t
3431,b,s,s,p,w,t
3432,b,s,s,p,w,t
3433,b,k,k,n,n,e
3434,b,s,s,p,w,t
3435,b,s,s,g,w,t
3436,b,s,s,w,w,e
3437,b,s,s,w,p,t
3438,b,k,k,p,p,e
3439,b,s,s,p,g,t
3440,b,k,k,b,p,e
3441,b,s,s,w,p,t
3442,b,s,s,w,w,e
3443,b,s,s,p,p,t
3444,b,s,s,w,w,e
3445,b,s,s,w,w,e
3446,b,s,s,p,w,t
3447,b,s,s,w,w,e
3448,b,k,k,b,b,e
3449,b,s,s,w,g,t
3450,b,s,s,p,p,t
3451,b,s,s,w,w,t
3452,b,k,k,p,b,e
3453,b,s,s,w,w,e
3454,b,k,k,p,b,e
3455,b,s,s,w,w,e
3456,b,s,s,g,w,t
3457,b,s,s,w,w,t
3458,b,s,s,w,w,e
3459,b,s,s,g,w,t
3460,b,s,s,w,p,t
3461,b,s,s,g,w,t
3462,b,s,s,p,g,t
3463,b,s,s,p,g,t
3464,b,s,s,w,w,e
3465,b,s,s,g,g,t
3466,b,k,k,n,p,e
3467,b,s,s,w,p,t
3468,b,s,s,p,g,t
3469,b,s,s,w,w,e
3470,b,s,s,w,w,e
3471,b,s,s,g,p,t
3472,b,s,s,p,p,t
3473,b,s,s,g,g,t
3474,b,k,k,n,b,e
3475,b,s,s,w,w,t
3476,b,s,s,p,w,t
3477,b,s,s,g,g,t
3478,b,s,s,w,w,e
3479,b,s,s,w,p,t
3480,b,k,k,p,p,e
3481,b,s,s,p,p,t
3482,b,s,s,p,g,t
3483,b,s,s,w,p,t
3484,b,s,s,w,w,e
3485,b,s,s,w,w,e
3486,b,s,s,p,w,t
3487,b,s,s,w,w,t
3488,b,s,s,p,g,t
3489,b,k,k,n,b,e
3490,b,s,s,g,g,t
3491,b,k,k,p,n,e
3492,b,s,s,g,p,t
3493,b,k,k,n,p,e
3494,b,s,s,p,w,t
3495,b,s,s,w,w,t
3496,b,s,s,w,w,t
3497,b,k,k,p,n,e
3498,b,s,s,g,g,t
3499,b,s,s,g,g,t
3500,b,s,s,p,g,t
3501,b,s,s,w,w,e
3502,b,s,s,w,p,t
3503,b,s,s,p,p,t
3504,b,s,s,w,g,t
3505,b,s,s,g,p,t
3506,b,s,s,p,w,t
3507,b,k,k,p,n,e
3508,b,s,s,p,w,t
3509,b,k,k,b,n,e
3510,b,s,s,g,w,t
3511,b,s,s,p,p,t
3512,b,k,k,b,p,e
3513,b,s,s,w,p,t
3514,b,k,k,n,p,e
3515,b,s,s,p,p,t
3516,b,s,s,w,w,e
3517,b,s,s,p,w,t
3518,b,s,s,g,w,t
3519,b,s,s,g,w,t
3520,b,s,s,p,w,t
3521,b,s,s,p,g,t
3522,b,s,s,w,w,e
3523,b,k,k,b,p,e
3524,b,s,s,p,w,t
3525,b,s,s,w,g,t
3526,b,s,s,w,w,e
3527,b,s,s,g,g,t
3528,b,s,s,p,w,t
3529,b,s,s,p,w,t
3530,b,s,s,w,w,t
3531,b,s,s,p,g,t
3532,b,s,s,w,w,e
3533,b,s,s,g,g,t
3534,b,k,k,b,p,e
3535,b,s,s,p,w,t
3536,b,s,s,g,g,t
3537,b,s,s,w,w,e
3538,b,s,s,p,w,t
3539,b,s,s,w,w,t
3540,b,k,k,p,n,e
3541,b,s,s,g,p,t
3542,b,s,s,p,g,t
3543,b,s,s,p,g,t
3544,b,s,s,w,w,e
3545,b,k,k,p,p,e
3546,b,s,s,p,w,t
3547,b,s,s,g,w,t
3548,b,s,s,w,w,e
3549,b,s,s,w,g,t
3550,b,s,s,w,w,t
3551,b,s,s,g,w,t
3552,b,s,s,w,w,t
3553,b,s,s,w,p,t
3554,b,s,s,g,p,t
3555,b,s,s,w,w,e
3556,b,s,s,w,p,t
3557,b,k,k,n,n,e
3558,b,s,s,w,w,e
3559,b,s,s,w,w,t
3560,b,k,k,n,n,e
3561,b,s,s,w,w,e
3562,b,s,s,p,g,t
3563,b,s,s,g,g,t
3564,b,s,s,g,p,t
3565,b,s,s,g,w,t
3566,b,k,k,b,n,e
3567,b,s,s,g,w,t
3568,b,k,k,b,p,e
3569,b,s,s,g,w,t
3570,b,s,s,p,g,t
3571,b,k,k,n,p,e
3572,b,s,s,p,g,t
3573,b,k,k,p,n,e
3574,b,s,s,g,g,t
3575,b,s,s,w,w,t
3576,b,s,s,g,g,t
3577,b,s,s,w,w,t
3578,b,s,s,g,w,t
3579,b,s,s,g,p,t
3580,b,s,s,g,g,t
3581,b,s,s,p,w,t
3582,b,k,k,b,b,e
3583,b,s,s,w,g,t
3584,b,s,s,w,w,e
3585,b,s,s,g,w,t
3586,b,s,s,w,g,t
3587,b,s,s,p,g,t
3588,b,s,s,p,p,t
3589,b,s,s,p,p,t
3590,b,s,s,g,g,t
3591,b,s,s,w,w,e
3592,b,s,s,p,p,t
3593,b,s,s,w,g,t
3594,b,s,s,p,g,t
3595,b,k,k,n,n,e
3596,b,s,s,p,p,t
3597,b,s,s,g,g,t
3598,b,k,k,p,b,e
3599,b,s,s,p,g,t
3600,b,k,k,p,b,e
3601,b,s,s,w,p,t
3602,b,s,s,g,w,t
3603,b,s,s,p,w,t
3604,b,s,s,w,g,t
3605,b,k,k,b,n,e
3606,b,s,s,w,w,e
3607,b,k,k,b,n,e
3608,b,k,k,b,b,e
3609,b,k,k,b,b,e
3610,b,s,s,w,w,t
3611,b,k,k,b,n,e
3612,b,s,s,w,p,t
3613,b,s,s,p,g,t
3614,b,s,s,w,g,t
3615,b,k,k,n,b,e
3616,b,s,s,w,w,t
3617,b,s,s,w,w,e
3618,b,s,s,w,w,t
3619,b,s,s,g,p,t
3620,b,s,s,w,g,t
3621,b,s,s,w,w,t
3622,b,k,k,p,n,e
3623,b,k,k,p,n,e
3624,b,s,s,p,g,t
3625,b,s,s,p,w,t
3626,b,k,k,p,p,e
3627,b,s,s,p,g,t
3628,b,s,s,w,w,e
3629,b,s,s,w,w,t
3630,b,s,s,g,p,t
3631,b,k,k,n,n,e
3632,b,s,s,g,g,t
3633,b,s,s,w,w,e
3634,b,k,k,b,p,e
3635,b,s,s,w,p,t
3636,b,k,k,n,b,e
3637,b,s,s,p,g,t
3638,b,s,s,p,w,t
3639,b,s,s,g,p,t
3640,b,s,s,w,p,t
3641,b,s,s,w,p,t
3642,b,s,s,g,g,t
3643,b,s,s,w,g,t
3644,b,s,s,p,w,t
3645,b,k,k,p,n,e
3646,b,s,s,p,p,t
3647,b,s,s,g,w,t
3648,b,k,k,n,b,e
3649,b,k,k,p,b,e
3650,b,k,k,b,n,e
3651,b,s,s,g,p,t
3652,b,s,s,w,p,t
3653,b,k,k,n,n,e
3654,b,k,k,p,b,e
3655,b,k,k,b,b,e
3656,b,s,s,p,w,t
3657,b,s,s,w,w,e
3658,b,s,s,p,p,t
3659,b,k,k,n,b,e
3660,b,s,s,g,p,t
3661,b,s,s,w,p,t
3662,b,k,k,b,b,e
3663,b,s,s,w,w,t
3664,b,s,s,w,w,e
3665,b,s,s,w,g,t
3666,b,s,s,p,p,t
3667,b,s,s,p,p,t
3668,b,k,k,p,b,e
3669,b,s,s,w,w,t
3670,b,s,s,w,g,t
3671,b,s,s,w,w,e
3672,b,s,s,w,w,t
3673,b,s,s,g,p,t
3674,b,s,s,w,w,t
3675,b,s,s,g,p,t
3676,b,k,k,b,b,e
3677,b,s,s,p,g,t
3678,b,s,s,w,g,t
3679,b,s,s,p,p,t
3680,b,s,s,w,w,e
3681,b,s,s,p,p,t
3682,b,s,s,g,p,t
3683,b,s,s,w,p,t
3684,b,s,s,w,w,e
3685,b,k,k,n,n,e
3686,b,s,s,w,p,t
3687,b,k,k,p,p,e
3688,b,s,s,w,w,e
3689,b,s,s,g,g,t
3690,b,s,s,w,w,t
3691,b,s,s,w,w,t
3692,b,s,s,w,p,t
3693,b,s,s,w,w,e
3694,b,s,s,w,w,t
3695,b,k,k,p,b,e
3696,b,s,s,g,w,t
3697,b,s,s,p,g,t
3698,b,s,s,w,w,e
3699,b,s,s,w,g,t
3700,b,s,s,w,w,e
3701,b,s,s,w,p,t
3702,b,k,k,b,b,e
3703,b,s,s,g,w,t
3704,b,s,s,w,w,e
3705,b,k,k,p,n,e
3706,b,s,s,w,g,t
3707,b,s,s,g,w,t
3708,b,s,s,w,w,e
3709,b,k,k,n,n,e
3710,b,s,s,w,w,t
3711,b,k,k,n,b,e
3712,b,s,s,p,p,t
3713,b,s,s,w,p,t
3714,b,k,k,b,n,e
3715,b,s,s,w,w,t
3716,b,s,s,w,w,t
3717,b,s,s,g,g,t
3718,b,s,s,g,p,t
3719,b,k,k,p,b,e
3720,b,s,s,g,w,t
3721,b,s,s,p,w,t
3722,b,s,s,p,p,t
3723,b,s,s,p,w,t
3724,b,s,s,g,w,t
3725,b,k,k,b,b,e
3726,b,s,s,w,w,e
3727,b,k,k,n,b,e
3728,b,s,s,p,g,t
3729,b,s,s,p,g,t
3730,b,s,s,p,g,t
3731,b,s,s,p,p,t
3732,b,s,s,g,p,t
3733,b,s,s,g,g,t
3734,b,s,s,w,g,t
3735,b,k,k,n,n,e
3736,b,s,s,p,p,t
3737,b,s,s,w,w,t
3738,b,k,k,p,n,e
3739,b,s,s,w,w,e
3740,b,s,s,w,w,e
3741,b,s,s,w,g,t
3742,b,k,k,p,p,e
3743,b,s,s,w,w,e
3744,b,s,s,g,w,t
3745,b,s,s,w,w,t
3746,b,s,s,g,p,t
3747,b,k,k,b,n,e
3748,b,s,s,g,g,t
3749,b,s,s,w,w,t
3750,b,s,s,p,w,t
3751,b,k,k,p,p,e
3752,b,s,s,w,w,e
3753,b,s,s,w,p,t
3754,b,s,s,w,w,e
3755,b,s,s,w,w,e
3756,b,k,k,p,b,e
3757,b,s,s,w,p,t
3758,b,s,s,g,g,t
3759,b,k,k,b,p,e
3760,b,s,s,g,w,t
3761,b,s,s,w,p,t
3762,b,s,s,p,w,t
3763,b,s,s,g,w,t
3764,b,s,s,w,p,t
3765,b,s,s,w,p,t
3766,b,s,s,p,w,t
3767,b,s,s,g,g,t
3768,b,s,s,p,p,t
3769,b,s,s,w,p,t
3770,b,s,s,w,g,t
3771,b,s,s,p,w,t
3772,b,s,s,w,p,t
3773,b,s,s,g,p,t
3774,b,s,s,g,w,t
3775,b,s,s,w,p,t
3776,b,k,k,n,n,e
3777,b,s,s,w,p,t
3778,b,s,s,w,g,t
3779,b,s,s,p,p,t
3780,b,s,s,g,p,t
3781,b,s,s,p,g,t
3782,b,k,k,p,n,e
3783,b,s,s,p,w,t
